mNIQE,mBRISQUE,mPIQE,Audio_Quality,Predict_value
18.2055014600865,44.6966236776578,71.390686342844,-26.1434925585433,1
4.36543732150408,37.4381791891782,56.9232822280036,-18.7520840829621,1
10.4507121474189,46.3222663099869,66.3356410739827,-10.8879815326135,1
7.37935728265837,47.3991095468619,71.2523211768366,-9.03124774070887,1
5.76885910047302,49.0038455794201,13.0935718782162,-19.2438072174493,1
5.62930647794861,21.1954270714466,65.0099189279004,NaN,1
NaN,NaN,99.7925720861539,-23.8435476420802,1
9.12392856534577,46.2404548927444,76.2417848469696,-38.0650385762327,1
10.4312284029008,44.6394055504181,77.3320322738696,-21.0836453662039,1
2.97133168441172,39.6445710158279,62.7104518194201,-24.221392548098,1
NaN,NaN,55.3094671648371,-16.9626922519138,1
NaN,NaN,84.0888064743176,-25.8575456943746,1
4.53229855207921,17.9684496577816,35.5105462224757,-28.7753268855942,1
3.76189290169825,49.8477388173017,69.4918631285967,-20.880045971748,1
3.84511216985514,54.7656716799529,67.2857286631097,-37.8019369289265,1
3.11110516667132,36.2555580377748,64.0194757746174,-39.8459557885459,1
5.9715102436768,50.5942874226296,84.263811799591,-32.5325171590786,1
3.8303619651011,47.9350237170875,63.5801575567557,-36.316166483419,1
4.50463438188416,50.1913959182334,80.930517316682,-35.2554352552218,1
3.51054763465806,47.6777398359498,59.2573842875773,-34.8354553774161,1
3.86292906262293,48.1106511576672,66.0632856951533,-34.2724671392572,1
3.32273750712705,45.5458124102045,59.9899445178988,-34.7034202668192,1
12.7133270715564,52.7562744098473,83.7954518759004,-26.277822638867,1
3.85822999701333,50.6822719942474,71.8775726307228,-33.6409651555595,1
4.71293055681807,49.838095716469,69.4695702808358,-34.0963363961958,1
2.9443890934048,46.1633818755824,52.2744269090854,-23.7561589728157,1
3.13951520713298,42.405849066495,51.4800709465902,-33.7632425066066,1
4.70420624303355,53.9726616659035,62.9447210764173,-26.7677148005997,1
4.14369693071722,57.8323826240545,76.8260202083747,-32.1400501453461,1
3.5612576774026,39.2366287310604,47.1762814474459,-26.7103596472608,1
4.24950044654808,53.4589598591413,68.7853040617066,-35.0538450733286,1
3.25889094225898,32.8973642659156,49.2927251438773,-30.1915761092363,1
3.28693980280388,45.5320357540394,50.0176318691755,-32.0602984092665,1
NaN,NaN,64.917270648342,-19.7628901465096,1
4.2369057973301,49.2223786977498,58.5342096743363,-27.7640443714136,1
3.79629807085699,48.6672182020406,61.4347719023666,-34.0272544781301,1
4.32193024974604,55.7811207837489,42.4228601001343,-25.5933770021992,1
4.42533667793812,52.6153093199857,80.4572943324206,-32.6776392899362,1
3.44072359294649,34.1650279807161,51.8669257044719,-20.8528511031736,1
4.94107827550274,50.097224221517,75.6984912744748,-33.0157642639351,1
4.08245516162169,54.0923027006184,60.7516165970578,-23.4936315732025,1
4.90789306914798,51.2139018195044,82.5193202828724,-35.1349625196441,1
4.23131839908751,54.4768778317984,65.6965457045218,-32.4311685954009,1
4.83607001535269,50.2868129098904,81.5382573870869,-30.8249252959441,1
3.6462671450007,41.5985916287093,61.7244332352393,-15.6445057967854,1
3.69926446123062,46.8616378675486,60.2779400575396,-24.0993878829609,1
2.92472413040407,28.3443827215798,34.0552009182139,-17.4751296923303,1
2.61742890750799,32.2735579905003,51.7295889627257,-18.3954195533776,1
2.69367909900491,34.2172435431341,55.9944685995306,-17.537061069083,1
3.9761453565114,40.8683134687597,46.8703237749706,-18.3635352807772,1
3.69926446123062,46.8616378675486,60.2779400575396,-24.0993878829609,1
4.83607001535269,50.2868129098904,81.5382573870869,-30.8249252959441,1
